rho,betak1,Li1,gammai1,Li2,gammai2,Li3,gammai3,Li4,gammai4,beta,eta,L,gamma
1.245000e+00,1.968551e-01,1.459281e+01,0.000000e+00,1.459281e+01,0.000000e+00,1.337242e+01,0.000000e+00,1.337242e+01,0.000000e+00,1.968551e-01,9.999154e-01,5.593046e+01,4.469458e-01
1.250000e+00,2.000600e-01,1.460084e+01,0.000000e+00,1.460084e+01,0.000000e+00,1.340441e+01,0.000000e+00,1.340441e+01,0.000000e+00,2.000600e-01,9.999249e-01,5.601049e+01,4.463115e-01
1.255000e+00,2.032403e-01,1.460857e+01,0.000000e+00,1.460857e+01,0.000000e+00,1.343520e+01,0.000000e+00,1.343520e+01,0.000000e+00,2.032403e-01,9.999334e-01,5.608754e+01,4.457021e-01
1.260000e+00,2.063961e-01,1.461601e+01,0.000000e+00,1.461601e+01,0.000000e+00,1.346487e+01,0.000000e+00,1.346487e+01,0.000000e+00,2.063961e-01,9.999409e-01,5.616177e+01,4.451164e-01
1.265000e+00,2.095277e-01,1.462319e+01,0.000000e+00,1.462319e+01,0.000000e+00,1.349347e+01,0.000000e+00,1.349347e+01,0.000000e+00,2.095277e-01,9.999475e-01,5.623330e+01,4.445531e-01
1.270000e+00,2.126351e-01,1.463010e+01,0.000000e+00,1.463010e+01,0.000000e+00,1.352105e+01,0.000000e+00,1.352105e+01,0.000000e+00,2.126351e-01,9.999534e-01,5.630229e+01,4.440109e-01
1.275000e+00,2.157188e-01,1.463677e+01,0.000000e+00,1.463677e+01,0.000000e+00,1.354766e+01,0.000000e+00,1.354766e+01,0.000000e+00,2.157188e-01,9.999586e-01,5.636886e+01,4.434889e-01
1.280000e+00,2.187788e-01,1.464321e+01,0.000000e+00,1.464321e+01,0.000000e+00,1.357335e+01,0.000000e+00,1.357335e+01,0.000000e+00,2.187788e-01,9.999632e-01,5.643313e+01,4.429859e-01
1.285000e+00,2.218154e-01,1.464943e+01,0.000000e+00,1.464943e+01,0.000000e+00,1.359817e+01,0.000000e+00,1.359817e+01,0.000000e+00,2.218154e-01,9.999672e-01,5.649520e+01,4.425010e-01
1.290000e+00,2.248288e-01,1.465544e+01,0.000000e+00,1.465544e+01,0.000000e+00,1.362216e+01,0.000000e+00,1.362216e+01,0.000000e+00,2.248288e-01,9.999709e-01,5.655519e+01,4.420332e-01
1.295000e+00,2.278193e-01,1.466125e+01,0.000000e+00,1.466125e+01,0.000000e+00,1.364535e+01,0.000000e+00,1.364535e+01,0.000000e+00,2.278193e-01,9.999741e-01,5.661320e+01,4.415817e-01
1.300000e+00,2.307870e-01,1.466687e+01,0.000000e+00,1.466687e+01,0.000000e+00,1.366779e+01,0.000000e+00,1.366779e+01,0.000000e+00,2.307870e-01,9.999769e-01,5.666932e+01,4.411456e-01
1.305000e+00,2.337322e-01,1.467231e+01,0.000000e+00,1.467231e+01,0.000000e+00,1.368951e+01,0.000000e+00,1.368951e+01,0.000000e+00,2.337322e-01,9.999794e-01,5.672363e+01,4.407244e-01
1.310000e+00,2.366552e-01,1.467757e+01,0.000000e+00,1.467757e+01,0.000000e+00,1.371054e+01,0.000000e+00,1.371054e+01,0.000000e+00,2.366552e-01,9.999817e-01,5.677622e+01,4.403171e-01
1.315000e+00,2.395562e-01,1.468267e+01,0.000000e+00,1.468267e+01,0.000000e+00,1.373091e+01,0.000000e+00,1.373091e+01,0.000000e+00,2.395562e-01,9.999836e-01,5.682718e+01,4.399232e-01
1.320000e+00,2.424353e-01,1.468762e+01,0.000000e+00,1.468762e+01,0.000000e+00,1.375066e+01,0.000000e+00,1.375066e+01,0.000000e+00,2.424353e-01,9.999854e-01,5.687656e+01,4.395420e-01
1.325000e+00,2.452928e-01,1.469241e+01,0.000000e+00,1.469241e+01,0.000000e+00,1.376981e+01,0.000000e+00,1.376981e+01,0.000000e+00,2.452928e-01,9.999870e-01,5.692445e+01,4.391729e-01
1.330000e+00,2.481290e-01,1.469706e+01,0.000000e+00,1.469706e+01,0.000000e+00,1.378839e+01,0.000000e+00,1.378839e+01,0.000000e+00,2.481290e-01,9.999884e-01,5.697090e+01,4.388154e-01
1.335000e+00,2.509441e-01,1.470157e+01,0.000000e+00,1.470157e+01,0.000000e+00,1.380642e+01,0.000000e+00,1.380642e+01,0.000000e+00,2.509441e-01,9.999896e-01,5.701598e+01,4.384690e-01
1.340000e+00,2.537383e-01,1.470595e+01,0.000000e+00,1.470595e+01,0.000000e+00,1.382392e+01,0.000000e+00,1.382392e+01,0.000000e+00,2.537383e-01,9.999907e-01,5.705975e+01,4.381331e-01
1.345000e+00,2.565117e-01,1.471021e+01,0.000000e+00,1.471021e+01,0.000000e+00,1.384093e+01,0.000000e+00,1.384093e+01,0.000000e+00,2.565117e-01,9.999917e-01,5.710227e+01,4.378074e-01
1.350000e+00,2.592648e-01,1.471434e+01,0.000000e+00,1.471434e+01,0.000000e+00,1.385745e+01,0.000000e+00,1.385745e+01,0.000000e+00,2.592648e-01,9.999926e-01,5.714358e+01,4.374912e-01
1.355000e+00,2.619975e-01,1.471836e+01,0.000000e+00,1.471836e+01,0.000000e+00,1.387351e+01,0.000000e+00,1.387351e+01,0.000000e+00,2.619975e-01,9.999934e-01,5.718373e+01,4.371844e-01
1.360000e+00,2.647103e-01,1.472226e+01,0.000000e+00,1.472226e+01,0.000000e+00,1.388913e+01,0.000000e+00,1.388913e+01,0.000000e+00,2.647103e-01,9.999941e-01,5.722278e+01,4.368863e-01
1.365000e+00,2.674032e-01,1.472606e+01,0.000000e+00,1.472606e+01,0.000000e+00,1.390432e+01,0.000000e+00,1.390432e+01,0.000000e+00,2.674032e-01,9.999947e-01,5.726077e+01,4.365968e-01
1.370000e+00,2.700765e-01,1.472976e+01,0.000000e+00,1.472976e+01,0.000000e+00,1.391910e+01,0.000000e+00,1.391910e+01,0.000000e+00,2.700765e-01,9.999952e-01,5.729773e+01,4.363154e-01
1.375000e+00,2.727304e-01,1.473336e+01,0.000000e+00,1.473336e+01,0.000000e+00,1.393350e+01,0.000000e+00,1.393350e+01,0.000000e+00,2.727304e-01,9.999957e-01,5.733372e+01,4.360417e-01
1.380000e+00,2.753651e-01,1.473687e+01,0.000000e+00,1.473687e+01,0.000000e+00,1.394751e+01,0.000000e+00,1.394751e+01,0.000000e+00,2.753651e-01,9.999962e-01,5.736876e+01,4.357756e-01
1.385000e+00,2.779808e-01,1.474028e+01,0.000000e+00,1.474028e+01,0.000000e+00,1.396117e+01,0.000000e+00,1.396117e+01,0.000000e+00,2.779808e-01,9.999966e-01,5.740290e+01,4.355166e-01
1.390000e+00,2.805778e-01,1.474361e+01,0.000000e+00,1.474361e+01,0.000000e+00,1.397447e+01,0.000000e+00,1.397447e+01,0.000000e+00,2.805778e-01,9.999969e-01,5.743616e+01,4.352645e-01
1.395000e+00,2.831561e-01,1.474685e+01,0.000000e+00,1.474685e+01,0.000000e+00,1.398744e+01,0.000000e+00,1.398744e+01,0.000000e+00,2.831561e-01,9.999972e-01,5.746859e+01,4.350190e-01
1.400000e+00,2.857161e-01,1.475001e+01,0.000000e+00,1.475001e+01,0.000000e+00,1.400009e+01,0.000000e+00,1.400009e+01,0.000000e+00,2.857161e-01,9.999975e-01,5.750021e+01,4.347799e-01
1.405000e+00,2.882578e-01,1.475310e+01,0.000000e+00,1.475310e+01,0.000000e+00,1.401242e+01,0.000000e+00,1.401242e+01,0.000000e+00,2.882578e-01,9.999978e-01,5.753105e+01,4.345470e-01
1.410000e+00,2.907816e-01,1.475611e+01,0.000000e+00,1.475611e+01,0.000000e+00,1.402446e+01,0.000000e+00,1.402446e+01,0.000000e+00,2.907816e-01,9.999980e-01,5.756114e+01,4.343199e-01
1.415000e+00,2.932875e-01,1.475905e+01,0.000000e+00,1.475905e+01,0.000000e+00,1.403621e+01,0.000000e+00,1.403621e+01,0.000000e+00,2.932875e-01,9.999982e-01,5.759051e+01,4.340985e-01
1.420000e+00,2.957758e-01,1.476191e+01,0.000000e+00,1.476191e+01,0.000000e+00,1.404767e+01,0.000000e+00,1.404767e+01,0.000000e+00,2.957758e-01,9.999984e-01,5.761918e+01,4.338826e-01
1.425000e+00,2.982466e-01,1.476471e+01,0.000000e+00,1.476471e+01,0.000000e+00,1.405887e+01,0.000000e+00,1.405887e+01,0.000000e+00,2.982466e-01,9.999985e-01,5.764717e+01,4.336720e-01
1.430000e+00,3.007002e-01,1.476745e+01,0.000000e+00,1.476745e+01,0.000000e+00,1.406981e+01,0.000000e+00,1.406981e+01,0.000000e+00,3.007002e-01,9.999987e-01,5.767452e+01,4.334664e-01
1.435000e+00,3.031367e-01,1.477012e+01,0.000000e+00,1.477012e+01,0.000000e+00,1.408050e+01,0.000000e+00,1.408050e+01,0.000000e+00,3.031367e-01,9.999988e-01,5.770124e+01,4.332657e-01
1.440000e+00,3.055563e-01,1.477273e+01,0.000000e+00,1.477273e+01,0.000000e+00,1.409094e+01,0.000000e+00,1.409094e+01,0.000000e+00,3.055563e-01,9.999989e-01,5.772735e+01,4.330698e-01
1.445000e+00,3.079592e-01,1.477529e+01,0.000000e+00,1.477529e+01,0.000000e+00,1.410115e+01,0.000000e+00,1.410115e+01,0.000000e+00,3.079592e-01,9.999990e-01,5.775288e+01,4.328784e-01
1.450000e+00,3.103454e-01,1.477778e+01,0.000000e+00,1.477778e+01,0.000000e+00,1.411114e+01,0.000000e+00,1.411114e+01,0.000000e+00,3.103454e-01,9.999991e-01,5.777784e+01,4.326914e-01
1.455000e+00,3.127153e-01,1.478022e+01,0.000000e+00,1.478022e+01,0.000000e+00,1.412090e+01,0.000000e+00,1.412090e+01,0.000000e+00,3.127153e-01,9.999992e-01,5.780225e+01,4.325087e-01
1.460000e+00,3.150690e-01,1.478261e+01,0.000000e+00,1.478261e+01,0.000000e+00,1.413046e+01,0.000000e+00,1.413046e+01,0.000000e+00,3.150690e-01,9.999993e-01,5.782614e+01,4.323301e-01
1.465000e+00,3.174066e-01,1.478495e+01,0.000000e+00,1.478495e+01,0.000000e+00,1.413980e+01,0.000000e+00,1.413980e+01,0.000000e+00,3.174066e-01,9.999994e-01,5.784951e+01,4.321555e-01
1.470000e+00,3.197283e-01,1.478724e+01,0.000000e+00,1.478724e+01,0.000000e+00,1.414895e+01,0.000000e+00,1.414895e+01,0.000000e+00,3.197283e-01,9.999994e-01,5.787238e+01,4.319847e-01
1.475000e+00,3.220343e-01,1.478948e+01,0.000000e+00,1.478948e+01,0.000000e+00,1.415791e+01,0.000000e+00,1.415791e+01,0.000000e+00,3.220343e-01,9.999995e-01,5.789477e+01,4.318177e-01
1.480000e+00,3.243246e-01,1.479167e+01,0.000000e+00,1.479167e+01,0.000000e+00,1.416668e+01,0.000000e+00,1.416668e+01,0.000000e+00,3.243246e-01,9.999995e-01,5.791670e+01,4.316542e-01
1.485000e+00,3.265996e-01,1.479382e+01,0.000000e+00,1.479382e+01,0.000000e+00,1.417527e+01,0.000000e+00,1.417527e+01,0.000000e+00,3.265996e-01,9.999996e-01,5.793817e+01,4.314943e-01
1.490000e+00,3.288593e-01,1.479592e+01,0.000000e+00,1.479592e+01,0.000000e+00,1.418368e+01,0.000000e+00,1.418368e+01,0.000000e+00,3.288593e-01,9.999996e-01,5.795921e+01,4.313377e-01
1.495000e+00,3.311039e-01,1.479798e+01,0.000000e+00,1.479798e+01,0.000000e+00,1.419193e+01,0.000000e+00,1.419193e+01,0.000000e+00,3.311039e-01,9.999996e-01,5.797982e+01,4.311843e-01
1.500000e+00,3.333335e-01,1.480000e+01,0.000000e+00,1.480000e+01,0.000000e+00,1.420001e+01,0.000000e+00,1.420001e+01,0.000000e+00,3.333335e-01,9.999997e-01,5.800002e+01,4.310342e-01
1.505000e+00,3.355484e-01,1.480198e+01,0.000000e+00,1.480198e+01,0.000000e+00,1.420793e+01,0.000000e+00,1.420793e+01,0.000000e+00,3.355484e-01,9.999997e-01,5.801982e+01,4.308871e-01
1.510000e+00,3.377485e-01,1.480392e+01,0.000000e+00,1.480392e+01,0.000000e+00,1.421569e+01,0.000000e+00,1.421569e+01,0.000000e+00,3.377485e-01,9.999997e-01,5.803923e+01,4.307430e-01
1.515000e+00,3.399342e-01,1.480583e+01,0.000000e+00,1.480583e+01,0.000000e+00,1.422331e+01,0.000000e+00,1.422331e+01,0.000000e+00,3.399342e-01,9.999998e-01,5.805827e+01,4.306018e-01
1.520000e+00,3.421054e-01,1.480769e+01,0.000000e+00,1.480769e+01,0.000000e+00,1.423078e+01,0.000000e+00,1.423078e+01,0.000000e+00,3.421054e-01,9.999998e-01,5.807694e+01,4.304634e-01
1.525000e+00,3.442624e-01,1.480952e+01,0.000000e+00,1.480952e+01,0.000000e+00,1.423810e+01,0.000000e+00,1.423810e+01,0.000000e+00,3.442624e-01,9.999998e-01,5.809525e+01,4.303277e-01
1.530000e+00,3.464053e-01,1.481132e+01,0.000000e+00,1.481132e+01,0.000000e+00,1.424529e+01,0.000000e+00,1.424529e+01,0.000000e+00,3.464053e-01,9.999998e-01,5.811322e+01,4.301946e-01
1.535000e+00,3.485343e-01,1.481308e+01,0.000000e+00,1.481308e+01,0.000000e+00,1.425234e+01,0.000000e+00,1.425234e+01,0.000000e+00,3.485343e-01,9.999998e-01,5.813085e+01,4.300642e-01
1.540000e+00,3.506494e-01,1.481482e+01,0.000000e+00,1.481482e+01,0.000000e+00,1.425926e+01,0.000000e+00,1.425926e+01,0.000000e+00,3.506494e-01,9.999999e-01,5.814816e+01,4.299362e-01
1.545000e+00,3.527509e-01,1.481651e+01,0.000000e+00,1.481651e+01,0.000000e+00,1.426606e+01,0.000000e+00,1.426606e+01,0.000000e+00,3.527509e-01,9.999999e-01,5.816515e+01,4.298106e-01
1.550000e+00,3.548388e-01,1.481818e+01,0.000000e+00,1.481818e+01,0.000000e+00,1.427273e+01,0.000000e+00,1.427273e+01,0.000000e+00,3.548388e-01,9.999999e-01,5.818183e+01,4.296874e-01
1.555000e+00,3.569133e-01,1.481982e+01,0.000000e+00,1.481982e+01,0.000000e+00,1.427928e+01,0.000000e+00,1.427928e+01,0.000000e+00,3.569133e-01,9.999999e-01,5.819820e+01,4.295665e-01
1.560000e+00,3.589744e-01,1.482143e+01,0.000000e+00,1.482143e+01,0.000000e+00,1.428572e+01,0.000000e+00,1.428572e+01,0.000000e+00,3.589744e-01,9.999999e-01,5.821429e+01,4.294478e-01
1.565000e+00,3.610224e-01,1.482301e+01,0.000000e+00,1.482301e+01,0.000000e+00,1.429204e+01,0.000000e+00,1.429204e+01,0.000000e+00,3.610224e-01,9.999999e-01,5.823009e+01,4.293312e-01
1.570000e+00,3.630574e-01,1.482456e+01,0.000000e+00,1.482456e+01,0.000000e+00,1.429825e+01,0.000000e+00,1.429825e+01,0.000000e+00,3.630574e-01,9.999999e-01,5.824562e+01,4.292168e-01
1.575000e+00,3.650794e-01,1.482609e+01,0.000000e+00,1.482609e+01,0.000000e+00,1.430435e+01,0.000000e+00,1.430435e+01,0.000000e+00,3.650794e-01,9.999999e-01,5.826087e+01,4.291044e-01
1.580000e+00,3.670887e-01,1.482759e+01,0.000000e+00,1.482759e+01,0.000000e+00,1.431035e+01,0.000000e+00,1.431035e+01,0.000000e+00,3.670887e-01,9.999999e-01,5.827587e+01,4.289940e-01
1.585000e+00,3.690852e-01,1.482906e+01,0.000000e+00,1.482906e+01,0.000000e+00,1.431624e+01,0.000000e+00,1.431624e+01,0.000000e+00,3.690852e-01,9.999999e-01,5.829060e+01,4.288856e-01
1.590000e+00,3.710692e-01,1.483051e+01,0.000000e+00,1.483051e+01,0.000000e+00,1.432204e+01,0.000000e+00,1.432204e+01,0.000000e+00,3.710692e-01,9.999999e-01,5.830509e+01,4.287790e-01
1.595000e+00,3.730408e-01,1.483193e+01,0.000000e+00,1.483193e+01,0.000000e+00,1.432773e+01,0.000000e+00,1.432773e+01,0.000000e+00,3.730408e-01,9.999999e-01,5.831933e+01,4.286743e-01
1.600000e+00,3.750000e-01,1.483333e+01,0.000000e+00,1.483333e+01,0.000000e+00,1.433333e+01,0.000000e+00,1.433333e+01,0.000000e+00,3.750000e-01,1.000000e+00,5.833334e+01,4.285714e-01
1.605000e+00,3.769471e-01,1.483471e+01,0.000000e+00,1.483471e+01,0.000000e+00,1.433884e+01,0.000000e+00,1.433884e+01,0.000000e+00,3.769471e-01,1.000000e+00,5.834711e+01,4.284702e-01
1.610000e+00,3.788820e-01,1.483607e+01,0.000000e+00,1.483607e+01,0.000000e+00,1.434426e+01,0.000000e+00,1.434426e+01,0.000000e+00,3.788820e-01,1.000000e+00,5.836066e+01,4.283708e-01
1.615000e+00,3.808050e-01,1.483740e+01,0.000000e+00,1.483740e+01,0.000000e+00,1.434959e+01,0.000000e+00,1.434959e+01,0.000000e+00,3.808050e-01,1.000000e+00,5.837399e+01,4.282730e-01
1.620000e+00,3.827161e-01,1.483871e+01,0.000000e+00,1.483871e+01,0.000000e+00,1.435484e+01,0.000000e+00,1.435484e+01,0.000000e+00,3.827161e-01,1.000000e+00,5.838710e+01,4.281768e-01
1.625000e+00,3.846154e-01,1.484000e+01,0.000000e+00,1.484000e+01,0.000000e+00,1.436000e+01,0.000000e+00,1.436000e+01,0.000000e+00,3.846154e-01,1.000000e+00,5.840000e+01,4.280822e-01
1.630000e+00,3.865031e-01,1.484127e+01,0.000000e+00,1.484127e+01,0.000000e+00,1.436508e+01,0.000000e+00,1.436508e+01,0.000000e+00,3.865031e-01,1.000000e+00,5.841270e+01,4.279891e-01
1.635000e+00,3.883792e-01,1.484252e+01,0.000000e+00,1.484252e+01,0.000000e+00,1.437008e+01,0.000000e+00,1.437008e+01,0.000000e+00,3.883792e-01,1.000000e+00,5.842520e+01,4.278976e-01
1.640000e+00,3.902439e-01,1.484375e+01,0.000000e+00,1.484375e+01,0.000000e+00,1.437500e+01,0.000000e+00,1.437500e+01,0.000000e+00,3.902439e-01,1.000000e+00,5.843750e+01,4.278075e-01
1.645000e+00,3.920973e-01,1.484496e+01,0.000000e+00,1.484496e+01,0.000000e+00,1.437985e+01,0.000000e+00,1.437985e+01,0.000000e+00,3.920973e-01,1.000000e+00,5.844961e+01,4.277188e-01
1.650000e+00,3.939394e-01,1.484615e+01,0.000000e+00,1.484615e+01,0.000000e+00,1.438462e+01,0.000000e+00,1.438462e+01,0.000000e+00,3.939394e-01,1.000000e+00,5.846154e+01,4.276316e-01
1.655000e+00,3.957704e-01,1.484733e+01,0.000000e+00,1.484733e+01,0.000000e+00,1.438931e+01,0.000000e+00,1.438931e+01,0.000000e+00,3.957704e-01,1.000000e+00,5.847328e+01,4.275457e-01
1.660000e+00,3.975904e-01,1.484848e+01,0.000000e+00,1.484848e+01,0.000000e+00,1.439394e+01,0.000000e+00,1.439394e+01,0.000000e+00,3.975904e-01,1.000000e+00,5.848485e+01,4.274611e-01
1.665000e+00,3.993994e-01,1.484962e+01,0.000000e+00,1.484962e+01,0.000000e+00,1.439850e+01,0.000000e+00,1.439850e+01,0.000000e+00,3.993994e-01,1.000000e+00,5.849624e+01,4.273779e-01
1.670000e+00,4.011976e-01,1.485075e+01,0.000000e+00,1.485075e+01,0.000000e+00,1.440299e+01,0.000000e+00,1.440299e+01,0.000000e+00,4.011976e-01,1.000000e+00,5.850746e+01,4.272959e-01
1.675000e+00,4.029851e-01,1.485185e+01,0.000000e+00,1.485185e+01,0.000000e+00,1.440741e+01,0.000000e+00,1.440741e+01,0.000000e+00,4.029851e-01,1.000000e+00,5.851852e+01,4.272152e-01
1.680000e+00,4.047619e-01,1.485294e+01,0.000000e+00,1.485294e+01,0.000000e+00,1.441176e+01,0.000000e+00,1.441176e+01,0.000000e+00,4.047619e-01,1.000000e+00,5.852941e+01,4.271357e-01
1.685000e+00,4.065282e-01,1.485401e+01,0.000000e+00,1.485401e+01,0.000000e+00,1.441606e+01,0.000000e+00,1.441606e+01,0.000000e+00,4.065282e-01,1.000000e+00,5.854015e+01,4.270573e-01
1.690000e+00,4.082840e-01,1.485507e+01,0.000000e+00,1.485507e+01,0.000000e+00,1.442029e+01,0.000000e+00,1.442029e+01,0.000000e+00,4.082840e-01,1.000000e+00,5.855073e+01,4.269802e-01
1.695000e+00,4.100295e-01,1.485612e+01,0.000000e+00,1.485612e+01,0.000000e+00,1.442446e+01,0.000000e+00,1.442446e+01,0.000000e+00,4.100295e-01,1.000000e+00,5.856115e+01,4.269042e-01
1.700000e+00,4.117647e-01,1.485714e+01,0.000000e+00,1.485714e+01,0.000000e+00,1.442857e+01,0.000000e+00,1.442857e+01,0.000000e+00,4.117647e-01,1.000000e+00,5.857143e+01,4.268293e-01
1.705000e+00,4.134897e-01,1.485816e+01,0.000000e+00,1.485816e+01,0.000000e+00,1.443262e+01,0.000000e+00,1.443262e+01,0.000000e+00,4.134897e-01,1.000000e+00,5.858156e+01,4.267554e-01
1.710000e+00,4.152047e-01,1.485915e+01,0.000000e+00,1.485915e+01,0.000000e+00,1.443662e+01,0.000000e+00,1.443662e+01,0.000000e+00,4.152047e-01,1.000000e+00,5.859155e+01,4.266827e-01
1.715000e+00,4.169096e-01,1.486014e+01,0.000000e+00,1.486014e+01,0.000000e+00,1.444056e+01,0.000000e+00,1.444056e+01,0.000000e+00,4.169096e-01,1.000000e+00,5.860140e+01,4.266110e-01
1.720000e+00,4.186047e-01,1.486111e+01,0.000000e+00,1.486111e+01,0.000000e+00,1.444444e+01,0.000000e+00,1.444444e+01,0.000000e+00,4.186047e-01,1.000000e+00,5.861111e+01,4.265403e-01
1.725000e+00,4.202899e-01,1.486207e+01,0.000000e+00,1.486207e+01,0.000000e+00,1.444828e+01,0.000000e+00,1.444828e+01,0.000000e+00,4.202899e-01,1.000000e+00,5.862069e+01,4.264706e-01
1.730000e+00,4.219653e-01,1.486301e+01,0.000000e+00,1.486301e+01,0.000000e+00,1.445205e+01,0.000000e+00,1.445205e+01,0.000000e+00,4.219653e-01,1.000000e+00,5.863014e+01,4.264019e-01
1.735000e+00,4.236311e-01,1.486395e+01,0.000000e+00,1.486395e+01,0.000000e+00,1.445578e+01,0.000000e+00,1.445578e+01,0.000000e+00,4.236311e-01,1.000000e+00,5.863946e+01,4.263341e-01
1.740000e+00,4.252874e-01,1.486486e+01,0.000000e+00,1.486486e+01,0.000000e+00,1.445946e+01,0.000000e+00,1.445946e+01,0.000000e+00,4.252874e-01,1.000000e+00,5.864865e+01,4.262673e-01
1.745000e+00,4.269341e-01,1.486577e+01,0.000000e+00,1.486577e+01,0.000000e+00,1.446309e+01,0.000000e+00,1.446309e+01,0.000000e+00,4.269341e-01,1.000000e+00,5.865772e+01,4.262014e-01
1.750000e+00,4.285714e-01,1.486667e+01,0.000000e+00,1.486667e+01,0.000000e+00,1.446667e+01,0.000000e+00,1.446667e+01,0.000000e+00,4.285714e-01,1.000000e+00,5.866667e+01,4.261364e-01
1.755000e+00,4.301994e-01,1.486755e+01,0.000000e+00,1.486755e+01,0.000000e+00,1.447020e+01,0.000000e+00,1.447020e+01,0.000000e+00,4.301994e-01,1.000000e+00,5.867550e+01,4.260722e-01
1.760000e+00,4.318182e-01,1.486842e+01,0.000000e+00,1.486842e+01,0.000000e+00,1.447368e+01,0.000000e+00,1.447368e+01,0.000000e+00,4.318182e-01,1.000000e+00,5.868421e+01,4.260090e-01
1.765000e+00,4.334278e-01,1.486928e+01,0.000000e+00,1.486928e+01,0.000000e+00,1.447712e+01,0.000000e+00,1.447712e+01,0.000000e+00,4.334278e-01,1.000000e+00,5.869281e+01,4.259465e-01
1.770000e+00,4.350283e-01,1.487013e+01,0.000000e+00,1.487013e+01,0.000000e+00,1.448052e+01,0.000000e+00,1.448052e+01,0.000000e+00,4.350283e-01,1.000000e+00,5.870130e+01,4.258850e-01
1.775000e+00,4.366197e-01,1.487097e+01,0.000000e+00,1.487097e+01,0.000000e+00,1.448387e+01,0.000000e+00,1.448387e+01,0.000000e+00,4.366197e-01,1.000000e+00,5.870968e+01,4.258242e-01
1.780000e+00,4.382022e-01,1.487179e+01,0.000000e+00,1.487179e+01,0.000000e+00,1.448718e+01,0.000000e+00,1.448718e+01,0.000000e+00,4.382022e-01,1.000000e+00,5.871795e+01,4.257642e-01
1.785000e+00,4.397759e-01,1.487261e+01,0.000000e+00,1.487261e+01,0.000000e+00,1.449045e+01,0.000000e+00,1.449045e+01,0.000000e+00,4.397759e-01,1.000000e+00,5.872611e+01,4.257050e-01
1.790000e+00,4.413408e-01,1.487342e+01,0.000000e+00,1.487342e+01,0.000000e+00,1.449367e+01,0.000000e+00,1.449367e+01,0.000000e+00,4.413408e-01,1.000000e+00,5.873418e+01,4.256466e-01
1.795000e+00,4.428969e-01,1.487421e+01,0.000000e+00,1.487421e+01,0.000000e+00,1.449686e+01,0.000000e+00,1.449686e+01,0.000000e+00,4.428969e-01,1.000000e+00,5.874214e+01,4.255889e-01
1.800000e+00,4.444444e-01,1.487500e+01,0.000000e+00,1.487500e+01,0.000000e+00,1.450000e+01,0.000000e+00,1.450000e+01,0.000000e+00,4.444444e-01,1.000000e+00,5.875000e+01,4.255319e-01
1.805000e+00,4.459834e-01,1.487578e+01,0.000000e+00,1.487578e+01,0.000000e+00,1.450311e+01,0.000000e+00,1.450311e+01,0.000000e+00,4.459834e-01,1.000000e+00,5.875776e+01,4.254757e-01
1.810000e+00,4.475138e-01,1.487654e+01,0.000000e+00,1.487654e+01,0.000000e+00,1.450617e+01,0.000000e+00,1.450617e+01,0.000000e+00,4.475138e-01,1.000000e+00,5.876543e+01,4.254202e-01
1.815000e+00,4.490358e-01,1.487730e+01,0.000000e+00,1.487730e+01,0.000000e+00,1.450920e+01,0.000000e+00,1.450920e+01,0.000000e+00,4.490358e-01,1.000000e+00,5.877301e+01,4.253653e-01
1.820000e+00,4.505495e-01,1.487805e+01,0.000000e+00,1.487805e+01,0.000000e+00,1.451220e+01,0.000000e+00,1.451220e+01,0.000000e+00,4.505495e-01,1.000000e+00,5.878049e+01,4.253112e-01
1.825000e+00,4.520548e-01,1.487879e+01,0.000000e+00,1.487879e+01,0.000000e+00,1.451515e+01,0.000000e+00,1.451515e+01,0.000000e+00,4.520548e-01,1.000000e+00,5.878788e+01,4.252577e-01
1.830000e+00,4.535519e-01,1.487952e+01,0.000000e+00,1.487952e+01,0.000000e+00,1.451807e+01,0.000000e+00,1.451807e+01,0.000000e+00,4.535519e-01,1.000000e+00,5.879518e+01,4.252049e-01
1.835000e+00,4.550409e-01,1.488024e+01,0.000000e+00,1.488024e+01,0.000000e+00,1.452096e+01,0.000000e+00,1.452096e+01,0.000000e+00,4.550409e-01,1.000000e+00,5.880240e+01,4.251527e-01
1.840000e+00,4.565217e-01,1.488095e+01,0.000000e+00,1.488095e+01,0.000000e+00,1.452381e+01,0.000000e+00,1.452381e+01,0.000000e+00,4.565217e-01,1.000000e+00,5.880952e+01,4.251012e-01
1.845000e+00,4.579946e-01,1.488166e+01,0.000000e+00,1.488166e+01,0.000000e+00,1.452663e+01,0.000000e+00,1.452663e+01,0.000000e+00,4.579946e-01,1.000000e+00,5.881657e+01,4.250503e-01
1.850000e+00,4.594595e-01,1.488235e+01,0.000000e+00,1.488235e+01,0.000000e+00,1.452941e+01,0.000000e+00,1.452941e+01,0.000000e+00,4.594595e-01,1.000000e+00,5.882353e+01,4.250000e-01
1.855000e+00,4.609164e-01,1.488304e+01,0.000000e+00,1.488304e+01,0.000000e+00,1.453216e+01,0.000000e+00,1.453216e+01,0.000000e+00,4.609164e-01,1.000000e+00,5.883041e+01,4.249503e-01
1.860000e+00,4.623656e-01,1.488372e+01,0.000000e+00,1.488372e+01,0.000000e+00,1.453488e+01,0.000000e+00,1.453488e+01,0.000000e+00,4.623656e-01,1.000000e+00,5.883721e+01,4.249012e-01
